dstMac,srcMac,IPType,version,header length,type of service,total length,header identification,others and fragment offset,time to live,type of protocol,header checksum,src IP address,dst IP address
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1185,0,16384,40,6,42263,180.208.68.170,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,70,0,16384,40,6,43378,180.208.68.170,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,37264,172.30.3.167,180.208.68.170
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,40,0,16384,64,6,37264,172.30.3.167,180.208.68.170
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,52,0,16384,64,6,47724,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,60,0,16384,64,6,47716,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,326,0,16384,38,6,20482,151.101.188.133,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,732,0,16384,64,6,13420,172.30.3.167,151.101.188.133
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,2,670,0,16384,64,6,56557,172.30.3.167,39.96.132.69
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,64,0,16384,64,6,22552,172.30.3.167,39.107.11.112
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,63,19682,0,64,17,53735,172.30.3.167,172.30.0.1
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,63,53448,0,64,17,19969,172.30.3.167,172.30.0.1
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,58,64300,0,255,17,25761,172.30.3.167,172.30.0.1
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,68,0,16384,64,6,47708,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,3,16384,37,6,53365,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
00:90:27:e1:a0:79,f0:18:98:50:8d:e9,0800,4,5,0,76,0,16384,64,6,47700,172.30.3.167,183.134.25.12
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,0,16384,37,6,53368,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,1,16384,37,6,53367,183.134.25.12,172.30.3.167
f0:18:98:50:8d:e9,00:90:27:e1:a0:79,0800,4,5,0,1320,2,16384,37,6,53366,183.134.25.12,172.30.3.167
